1	3601	111	American Restaurant	40.78401843692215	-73.97452399134636	-240	2012-04-07T17:42:24Z
1	3788	247	General Entertainment	40.73939794092962	-73.99320973426613	-240	2012-04-08T18:20:29Z
1	254	94	Breakfast Spot	40.71992902385343	-74.00853182642739	-240	2012-04-09T16:20:52Z
1	698	224	Coffee Shop	40.720087	-74.003961	-240	2012-04-12T17:19:21Z
1	560	49	Bar	40.76066701799484	-73.99494767189026	-240	2012-04-14T01:11:20Z
1	257	48	Bar	40.76064468176889	-73.9860647444491	-240	2012-04-14T04:45:13Z
1	357	261	Hotel	40.75673068586622	-73.97406974625711	-240	2012-04-14T17:45:23Z
1	4259	38	Bar	40.75730501775622	-73.96864018539301	-240	2012-04-14T22:07:43Z
1	213	131	Burger Joint	40.75881854506599	-73.96865740411552	-240	2012-04-14T23:15:07Z
1	213	131	Burger Joint	40.75881854506599	-73.96865740411552	-240	2012-04-14T23:15:50Z
1	698	224	Coffee Shop	40.720087	-74.003961	-240	2012-04-19T19:02:25Z
1	1360	103	American Restaurant	40.74131915864618	-74.00611595251165	-240	2012-04-19T22:51:19Z
1	200	98	Diner	40.7337627	-74.006264	-240	2012-04-20T01:49:26Z
1	538	22	French Restaurant	40.779179884843515	-73.95085242398278	-240	2012-04-21T00:15:18Z
1	4219	103	American Restaurant	40.72516293205118	-73.992159523528	-240	2012-04-21T16:28:11Z
1	722	38	Bar	40.729658	-73.998515	-240	2012-04-21T18:48:58Z
1	3601	111	American Restaurant	40.78401843692215	-73.97452399134636	-240	2012-04-22T17:33:27Z
1	698	224	Coffee Shop	40.720087	-74.003961	-240	2012-04-23T18:37:35Z
1	3601	111	American Restaurant	40.78401843692215	-73.97452399134636	-240	2012-04-29T20:45:25Z
1	4907	196	Mexican Restaurant	40.759220487652186	-73.98880004882812	-240	2012-05-05T14:59:55Z
1	280	122	Park	40.771425615335595	-73.97350072860723	-240	2012-05-12T18:40:38Z
1	4932	247	General Entertainment	40.6599524367078	-73.96886587142944	-240	2012-05-19T17:54:31Z
1	72	224	Coffee Shop	40.78588891408927	-73.97685908055269	-240	2012-05-26T01:12:48Z
1	171	103	American Restaurant	40.719607	-73.986764	-240	2012-05-26T22:44:50Z
1	3893	51	Bar	40.721488	-73.995029	-240	2012-05-29T23:15:10Z
1	566	312	Concert Hall	40.769506865685244	-73.99265306590263	-240	2012-06-09T00:39:53Z
1	3734	257	Flea Market	40.72059136642329	-73.96331906318665	-240	2012-06-10T19:44:25Z
1	571	40	Beer Garden	40.71653437713537	-73.96144836446048	-240	2012-06-10T20:07:53Z
1	3534	134	Hot Dog Joint	40.717006	-73.956565	-240	2012-06-10T23:18:56Z
1	698	224	Coffee Shop	40.720087	-74.003961	-240	2012-06-11T18:05:49Z
1	698	224	Coffee Shop	40.720087	-74.003961	-240	2012-06-12T18:20:23Z
1	3387	208	Seafood Restaurant	40.74588914242651	-73.98852104404719	-240	2012-06-16T21:29:30Z
1	114	208	Seafood Restaurant	40.75250498676928	-73.97758003761531	-240	2012-06-16T23:33:50Z
1	698	224	Coffee Shop	40.720087	-74.003961	-240	2012-07-02T18:16:36Z
1	1521	51	Bar	40.73830503995525	-73.99300887473368	-240	2012-07-03T22:12:37Z
1	732	148	Movie Theater	40.774697291507216	-73.98194979831837	-240	2012-07-04T19:47:05Z
1	3601	111	American Restaurant	40.78401843692215	-73.97452399134636	-240	2012-07-05T01:00:14Z
1	172	204	Pizza Place	40.73168165030361	-73.99618148803711	-240	2012-07-07T02:12:49Z
1	822	51	Bar	40.74781156213384	-73.94023868135636	-240	2012-07-07T22:22:59Z
1	1476	243	Airport	40.773839	-73.87122	-240	2012-07-29T22:08:53Z
1	698	224	Coffee Shop	40.720087	-74.003961	-240	2012-07-30T20:11:04Z
1	617	131	Burger Joint	40.78082577322013	-73.97648334503174	-240	2012-08-05T15:49:43Z
1	406	243	Airport	40.645089355976346	-73.7845230102539	-240	2012-08-10T16:40:07Z
1	5124	312	Concert Hall	40.76963366209763	-73.99434602137363	-300	2012-12-13T03:05:17Z
1	1476	243	Airport	40.773839	-73.87122	-300	2012-12-15T00:13:02Z
2	3652	44	Bar	40.72789007835151	-73.99897144381916	-240	2012-04-05T00:02:14Z
2	981	116	Other Great Outdoors	40.85023766062983	-73.94696831703186	-240	2012-04-07T19:51:56Z
2	487	148	Movie Theater	40.74276195733468	-73.97692322731018	-240	2012-04-08T22:10:13Z
2	632	62	Office	40.75611429560897	-73.99346798192728	-240	2012-04-12T14:04:14Z
2	4132	249	Sporting Goods Shop	40.72463254164776	-73.9955323934555	-240	2012-04-14T22:44:19Z
2	1609	71	Train Station	40.71267092713338	-74.01193141937256	-240	2012-04-15T13:27:42Z
2	805	71	Train Station	40.734200760779835	-74.16483829470191	-240	2012-04-15T14:31:45Z
2	805	71	Train Station	40.734200760779835	-74.16483829470191	-240	2012-04-15T20:56:13Z
2	661	123	Plaza	40.76803326982161	-73.98186922073364	-240	2012-04-21T12:38:13Z
2	92	210	Ramen /  Noodle House	40.736827759759436	-73.99064540863037	-240	2012-04-25T23:30:33Z
2	2972	131	Burger Joint	40.75845677498381	-73.98914046612941	-240	2012-04-27T17:48:01Z
2	43	38	Bar	40.724174855631766	-73.98780940907962	-240	2012-04-28T00:00:21Z
2	773	122	Park	40.77437989026007	-73.94455542788516	-240	2012-04-29T02:59:43Z
2	180	122	Park	40.75372797263211	-73.98368835767094	-240	2012-05-03T17:33:06Z
2	243	36	Bookstore	40.75485025788179	-73.98800493858226	-240	2012-05-03T17:59:28Z
2	4058	203	Ice Cream Shop	40.72634864558351	-73.98415714502335	-240	2012-05-04T03:00:50Z
2	888	84	Church	40.803961433689345	-73.96288904600681	-240	2012-05-05T13:08:37Z
2	487	148	Movie Theater	40.74276195733468	-73.97692322731018	-240	2012-05-05T20:48:40Z
2	4132	249	Sporting Goods Shop	40.72463254164776	-73.9955323934555	-240	2012-05-09T00:34:40Z
2	251	240	Music Venue	40.717952061710704	-73.98541049112558	-240	2012-05-11T01:27:17Z
2	33	38	Bar	40.752294	-74.008758	-240	2012-05-11T21:57:01Z
2	3670	131	Burger Joint	40.74613120785279	-73.97810339927673	-240	2012-05-14T01:03:48Z
2	134	110	Malaysian Restaurant	40.719209382315626	-73.99687107972214	-240	2012-05-15T00:47:18Z
2	180	122	Park	40.75372797263211	-73.98368835767094	-240	2012-05-17T18:06:24Z
2	250	131	Burger Joint	40.74140750304299	-73.98843795061111	-240	2012-05-26T23:44:55Z
2	1248	36	Bookstore	40.73316247409845	-73.99104044018358	-240	2012-06-05T00:06:08Z
2	2964	96	Chinese Restaurant	40.72770626274386	-73.985601	-240	2012-06-05T00:20:08Z
2	3862	118	Other Great Outdoors	40.7721081261999	-73.97590398788452	-240	2012-06-09T19:49:40Z
2	2715	122	Park	40.8605409907872	-73.93363134709895	-240	2012-06-10T00:08:46Z
2	1335	224	Coffee Shop	40.735005134468075	-73.99326138382618	-240	2012-06-10T22:12:51Z
2	2305	241	Airport	40.68706536291219	-74.18251991271973	-240	2012-06-13T09:15:14Z
2	437	243	Airport	40.68968493541091	-74.17938709259033	-240	2012-06-18T02:19:11Z
2	5000	121	Other Great Outdoors	40.745180776401206	-73.97943602217596	-240	2012-07-04T19:50:00Z
2	735	249	Sporting Goods Shop	40.73753501383214	-73.99030208587646	-240	2012-07-04T19:51:07Z
2	1004	199	Sandwich Place	40.737106477651764	-73.99032307563172	-240	2012-07-04T22:07:48Z
2	4132	249	Sporting Goods Shop	40.72463254164776	-73.9955323934555	-240	2012-08-10T00:45:12Z
2	4123	210	Ramen /  Noodle House	40.75684745958904	-73.99362802505493	-240	2012-08-14T17:00:35Z
2	3843	123	Plaza	40.67263892270076	-73.96990862716433	-240	2012-08-19T12:55:31Z
2	3843	123	Plaza	40.67263892270076	-73.96990862716433	-240	2012-08-19T21:25:31Z
2	517	60	Bar	40.726876	-73.983532	-240	2012-08-18T04:04:00Z
2	4132	249	Sporting Goods Shop	40.72463254164776	-73.9955323934555	-240	2012-08-18T19:54:03Z
2	2972	131	Burger Joint	40.75845677498381	-73.98914046612941	-240	2012-10-19T17:46:47Z
2	713	203	Ice Cream Shop	40.758865313652905	-73.99240629487407	-240	2012-10-25T20:04:52Z
2	2719	213	Bar	40.72705648280683	-73.98041169261889	-240	2012-10-27T01:03:27Z
2	333	60	Bar	40.77225671639142	-73.95570275058576	-240	2012-11-02T00:13:27Z
3	2566	235	Other Great Outdoors	40.79059946897114	-73.98023377661316	-240	2012-04-03T18:14:03Z
3	1429	98	Diner	40.865552	-73.927632	-240	2012-04-06T16:01:09Z
3	3717	261	Hotel	40.79080333503995	-73.97897114216441	-240	2012-04-07T15:17:23Z
