5	5	5	Food & Drink Shop	40.69042711809854	-73.95468677509598	-240	2012-04-03T18:04:00Z
5	567	3	Home (private)	40.696558013644136	-73.95361626406626	-240	2012-04-04T00:03:09Z
5	1657	38	Deli / Bodega	40.69032712271465	-73.95148383433914	-240	2012-04-04T19:44:45Z
5	1824	21	Subway	40.73822396962131	-73.99621367454529	-240	2012-04-05T00:09:30Z
5	1824	21	Subway	40.73822396962131	-73.99621367454529	-240	2012-04-07T16:46:11Z
5	2310	104	Gym / Fitness Center	40.83306206439124	-73.87470650539105	-240	2012-04-07T16:49:49Z
5	1824	21	Subway	40.73822396962131	-73.99621367454529	-240	2012-04-07T19:42:41Z
5	2551	21	Subway	40.68990542829335	-73.95177657844081	-240	2012-04-07T20:13:17Z
5	2555	124	Candy Store	40.689876	-73.95139	-240	2012-04-07T20:14:12Z
5	567	3	Home (private)	40.696558013644136	-73.95361626406626	-240	2012-04-07T21:27:42Z
5	3208	197	General Entertainment	40.73939794092962	-73.99320973426613	-240	2012-04-08T14:00:31Z
5	1657	38	Deli / Bodega	40.69032712271465	-73.95148383433914	-240	2012-04-08T18:11:23Z
5	3525	5	Food & Drink Shop	40.69687602739597	-73.93571376800537	-240	2012-04-08T20:16:45Z
5	2551	21	Subway	40.68990542829335	-73.95177657844081	-240	2012-04-09T12:29:24Z
5	3770	21	Subway	40.75885710200309	-73.98109465898243	-240	2012-04-09T13:06:07Z
5	3921	28	Sandwich Place	40.75985135786464	-73.98127257419128	-240	2012-04-09T18:13:03Z
5	3770	21	Subway	40.75885710200309	-73.98109465898243	-240	2012-04-09T21:11:12Z
5	1657	38	Deli / Bodega	40.69032712271465	-73.95148383433914	-240	2012-04-09T22:04:03Z
5	567	3	Home (private)	40.696558013644136	-73.95361626406626	-240	2012-04-09T22:14:32Z
5	3770	21	Subway	40.75885710200309	-73.98109465898243	-240	2012-04-10T21:07:01Z
5	2551	21	Subway	40.68990542829335	-73.95177657844081	-240	2012-04-10T21:53:42Z
5	1657	38	Deli / Bodega	40.69032712271465	-73.95148383433914	-240	2012-04-10T21:55:44Z
5	502	21	Subway	40.71037756449118	-74.00755405426025	-240	2012-04-11T02:00:59Z
5	4903	60	Italian Restaurant	40.707555	-74.007066	-240	2012-04-11T02:52:55Z
5	4903	60	Italian Restaurant	40.707555	-74.007066	-240	2012-04-11T02:52:55Z
5	502	21	Subway	40.71037756449118	-74.00755405426025	-240	2012-04-11T04:03:18Z
5	2551	21	Subway	40.68990542829335	-73.95177657844081	-240	2012-04-11T04:32:48Z
5	4934	3	Home (private)	40.696558013644136	-73.95361626406626	-240	2012-04-11T04:44:37Z
5	3770	21	Subway	40.75885710200309	-73.98109465898243	-240	2012-04-11T22:22:16Z
5	2551	21	Subway	40.68990542829335	-73.95177657844081	-240	2012-04-11T23:03:23Z
5	5306	38	Deli / Bodega	40.690030770685134	-73.95147809425428	-240	2012-04-11T23:17:49Z
5	567	3	Home (private)	40.696558013644136	-73.95361626406626	-240	2012-04-12T00:00:53Z
5	2551	21	Subway	40.68990542829335	-73.95177657844081	-240	2012-04-13T02:35:13Z
5	1657	38	Deli / Bodega	40.69050090861772	-73.95163307648559	-240	2012-04-13T02:44:59Z
